event,text,class_label,event_type
2013_west-texas_explosion,Calls capture terror of Texas plant explosion ,informative,accident
2013_west-texas_explosion,"RT @TPMLiveWire: Sen. Boxer To Hold Hearing On West, Texas Chemical Explosion  via @igorbobic",informative,accident
2013_west-texas_explosion,RT@KTLA: USGS Confirms Texas Explosion Registered a Magnitude 2.1 Seismic Event ,informative,accident
2013_west-texas_explosion,"State Leaders: Investigation of West, Texas Plant Explosion Underway - Burnt Orange Report ",informative,accident
2013_west-texas_explosion,#prayforwest this absolutely breaks my heart. But god is big enough. I know he will help everyone through this. #prayers,informative,accident
2013_west-texas_explosion,"RT @RealTonyRocha: #TopStories Breaking news: Explosion, injuries reported at fertilizer plant near Waco in 鈥? #To ...",informative,accident
2013_west-texas_explosion,RT @rcooley123: First Responder to Fertilizer Plant Explosion Arrested For Pipe Bomb | Occupy America ,informative,accident
2013_west-texas_explosion,"RT @GovDocsGuy: West, TX fertilizer plant had 1350 times amount of ammonium nitrate requiring DHS notification, but didn't report it. http:鈥?en",,accident
2013_west-texas_explosion,"RT @matt_williams9: Prayers for West, Texas.. What an awful week for the US",informative,accident
2013_west-texas_explosion,"RT @brianstelter: A big explosion at a fertilizer plant in West, TX tonight. Most dramatic photo from the scene, by @AndyBartee: http:// ...",informative,accident
2013_west-texas_explosion,"RT @RT_com: Texas explosion: Ruins, smoke, burning homes filmed shortly after blast (VIDEO)  #WestTX",informative,accident
2013_west-texas_explosion,#prayforboston #prayfortexas #peace ,informative,accident
2013_west-texas_explosion,#Waco memorial blast to celebrate Waco tragedy gets out of hand at fertilizer factory.,informative,accident
2013_west-texas_explosion,@jimrome Such a homer. No one cares about the Lakers right now. Get a grip. #boston #waco #realitycheck,not_informative,accident
2013_west-texas_explosion,"@NASCARONFOX hey, don't forget about the first responders who lost their lives and the city that was destroyed of West, Texas! #nascar",informative,accident
2013_west-texas_explosion,RT @EliYoungBand: Our hearts and prayers go out to the Texas town of West. Been our favorite stop since our first road trip. If you've e ...,informative,accident
2013_west-texas_explosion,Working from Stockyard Cafe w/in auction barn #westexplosion ,informative,accident
2013_west-texas_explosion,"RT @KAMCNews: Officials are saying to please be careful of groups collecting money for West, Texas relief.   Fake charities and... http: ...",informative,accident
2013_west-texas_explosion,"RT @stealingsand: rt @[..] To add to the worry, this is an environmental disaster. Anhydrous ammonia can be deadly. #prayforwest http:// ...",informative,accident
2013_west-texas_explosion,RT @CNN: Explosion at a Texas fertilizer plant may have injured more than 100. Details and video live on @CNN TV.,informative,accident
2013_west-texas_explosion,"Obama consoles families and survivors of West, Texas, plant explosion ",informative,accident
2013_west-texas_explosion,Feel helpless? Donate to  for victims of the Boston bombing and the Waco explosion. Also assists wounded soldiers.,informative,accident
2013_west-texas_explosion,Doctor REPORT in Texas Massive Explosion: Nobody Knows Number of DEATH: #PrayForWest. A...  ,informative,accident
2013_west-texas_explosion,RT @HuffingtonPost: WATCH: Horrifying video of Texas fertilizer plant explosion ,informative,accident
2013_west-texas_explosion,RT @jabronnnni: 鈥淍pbpope: Full video of the explosion is just insane. #PrayForWest  my god,informative,accident
2013_west-texas_explosion,"RT @TheEllenShow: I went to high school in Texas. I'm sending love to West, Texas.",informative,accident
2013_west-texas_explosion,Still sending prayers to #West ... ,informative,accident
2013_west-texas_explosion,@oxenhandler ATF are on location at the #westexplosion.,informative,accident
2013_west-texas_explosion,RT @Dutch_Oven45: Prayers are with those affected by the explosion in Waco.  God bless,informative,accident
2013_west-texas_explosion,RT @OccupyCarlisle: Scanner traffic reports people are trapped in a building near Waco TX after explosion reported at fertilizer plant,informative,accident
2013_west-texas_explosion,"AUDIO AS IT HAPPENED.  HORRIBLE EXPLOSION! WACO, TX. Fertilizer Plant Explodes, Rest Home Damaged, To Much More... ",informative,accident
2013_west-texas_explosion,"Oh good, Ron Paul on @cnbc later to explain how blowing up fertilizer and destroying Texas towns protects our LIBERTY!!! #p2",informative,accident
2013_west-texas_explosion,"@chestnuthell I can only imagine what it is like living there right now. Or in West, Texas",informative,accident
2013_west-texas_explosion,So the Boston bombs happened and now this explosion in Texas? Bit of a coincidence?,informative,accident
2013_west-texas_explosion,RT @olivia_juaire: This is honestly the scariest YouTube video I've ever seen just the girls voice omg #PrayForTexas ,informative,accident
2013_west-texas_explosion,"No words. West, Texas fertilizer explosion. Prayers to all those effected. Video shows explosion. absolutely insane-&gt; ",informative,accident
2013_west-texas_explosion,Seriously?? #Liberals already using #westexplosion for political chatter! You people have no compassion #PrayForWest,informative,accident
2013_west-texas_explosion,Wow. RT @jaredbkeller: This video of the Texas fertilizer plant explosion is absolutely horrifying ,informative,accident
2013_west-texas_explosion,"watching the news on the West, TX fertilizer plant explosion! How sad and scary! My prayers are with the victims :(",informative,accident
2013_west-texas_explosion,"RT @IntelligenceHub: West Texas Explosion Might Have Been Triggered by Militarized Blast, Eyewitness Says 'It Was a Plane' - ",,accident
2013_west-texas_explosion,RT @ChanCanterbury: Tragedy strikes. #prayfortexas #WestTX  ,informative,accident
2013_west-texas_explosion,"RT @NewsBreaker: BREAKING: KXXV-TV reporting five firefighters, one police officer dead due to explosion at fertilizer plant in West, TX ...",informative,accident
2013_west-texas_explosion,Praying for West Texas鉂?en,,accident
2013_west-texas_explosion,"60 Killed, Hundreds Injured In Fertilizer Plant Explosion 芦 CBS Dallas / Fort Worth  #US",informative,accident
2013_west-texas_explosion,"RT @fuckjustin19: Damn dude, 60 people died in the Texas fertilizer plant explosion....couldn't even imagine the shock of that",informative,accident
2013_west-texas_explosion,Dane Schiller on the tough choice that faced West's brave volunteer firefighters: #westexplosion ,informative,accident
2013_west-texas_explosion,RT @TheSportsFreak: Discretion advised - but this video is somewhat chilling #Waco #Texas RT @Aki_DT: Waco Explosion ,informative,accident
2013_west-texas_explosion,@tedcruz How is that 'REGULATION' #jobs killing #EPA working for you at that FERTILZER PLANT in WEST Texas? #budget #sequester #FEMA,informative,accident
2013_west-texas_explosion,"Prayers for the WACO,TX Fam!!! Explosion hits fertilizer plant north of Waco, Texas ",informative,accident
2013_west-texas_explosion,RT @mitchellreports: President Obama also remembers people of West Texas pledges resources for them to rebuild,informative,accident
2013_west-texas_explosion,"RT @allinwithchris: Happy Earth Day, #inners. Here's the latest from the Texas fertilizer plant explosion and the oil spill in Arkansas: ht鈥?en",,accident
2013_west-texas_explosion,"Fertilizer company Explosion in West, TX caused $100 million in insured losses. ",informative,accident
2013_west-texas_explosion,"Cool cat? RT @khayadlanga: Man Narrowly Misses Boston Bomb, Then Narrowly Misses Texas Fertilizer Plant Explosion ",informative,accident
2013_west-texas_explosion,RT @RT_com: Witnesses &amp; survivors of #Texas fertilizer plant blast: RT's special coverage - WATCH LIVE  #WestTX,informative,accident
2013_west-texas_explosion,"Obama's not scheduled to visit the devastated community of West, Texas. Fund raiseing &amp; Planned Parenthood are more important to him. #tcot",informative,accident
2013_west-texas_explosion,"Our hearts and prayers go out to our families and friends in West, Texas.  We're thinking of y'all every day. ",informative,accident
2013_west-texas_explosion,So a fertilizer plant in Texas just blew up half a town,informative,accident
2013_west-texas_explosion,"Authorities: Fertilizer plant explodes near Waco, Texas - Apr 18 @ 12:14 AM ET ",informative,accident
2013_west-texas_explosion,RT @kaylc1: #West #prayforwest This is a picture of the West Fire Dept Please pray for them and the families in this small town  ...,informative,accident
2013_west-texas_explosion,"RT @nickolasss24: this world is coming to an end. another explosion in Texas, &amp; half the country is flooded great.",informative,accident
2013_west-texas_explosion,RT @yafavewhitegirl: #prayforboston #prayfortexas #respect,informative,accident
2013_west-texas_explosion,Texas explosion at fertiliser plant 鈥?live: Many casualties are feared in the town of West near Waco i...  guw #US,informative,accident
2013_west-texas_explosion,"Fertilizer plant explosion, near Waco Texas, a day before the anniversary of the crazy cult standoff that happened in Waco in '93? Horrible",informative,accident
2013_west-texas_explosion,RT @YourAnonNews: A building destroyed by the #WestExplosion via @Bird1304 ,informative,accident
2013_west-texas_explosion,West Texas news conference starting.,not_informative,accident
2013_west-texas_explosion,RT @JolandaMosley #westtx Always praying for the families of West! We stand together today&amp;forever....Peace&amp;Blessings 鉂わ拹鉂?en,,accident
2013_west-texas_explosion,RT @wfaachannel8: 70 animals coming to North Texas for adoption following explosion ,informative,accident
2013_west-texas_explosion,"this has been a bad week for the u.s! first the boston marathon bombing, then the explosion in texas, now we get tornados #staysafe",informative,accident
2013_west-texas_explosion,"RT @RedCrossDFW: RT @HumanityRoad: Emergency hotline set up for people needing info on loved ones in #West, #TX - 254-202-1100. #TXFire  ...",informative,accident
2013_west-texas_explosion,RT @SophiaBush: Devastating. My heart goes out to the people in West... RT @RYOTnews: Police:5 to 15 people killed in Texas explosion ht ...,informative,accident
2013_west-texas_explosion,Mass Injuries Reported in Texas Fertilizer Plant Blast: The massive fire and explosion outside of Waco damaged... ,informative,accident
2013_west-texas_explosion,RT @LoniLove: Prayers for West Texas...,informative,accident
2013_west-texas_explosion,RT @ABCWorldNews: VIDEO: West Texas Salutes Their Fallen Heroes. @SteveOsunsami reports: ,informative,accident
2013_west-texas_explosion,"RT @JudiGatson: Live coverage of #West, TX fertilizer plant explosions coming up on #WIS10 ...  ",informative,accident
2013_west-texas_explosion,RT @1dupdategirls: OMG this is crazy.  #prayfortexas,informative,accident
2013_west-texas_explosion,Pope tweets prayers for Texas explosion victims (from @AP) ,informative,accident
2013_west-texas_explosion,RT @CharmOfTheSouth: Keep Texas and Waco in your prayers tonight. Over 60+ dead. Let us stay strong as a nation as always do in times of ...,informative,accident
2013_west-texas_explosion,@50shadesofjames did you see the Texas fertilizer explosion???,informative,accident
2013_west-texas_explosion,"RT @AwZaynMalik: i literally wanna cry this is so sad and scary, my heart dropped  please #prayfortexas",informative,accident
2013_west-texas_explosion,Prayers for Victims of Waco/West TX Fertilizer Plant Disaster - ***URGENT*** I just made an internet trip to... ,informative,accident
2013_west-texas_explosion,"BEST OF THE WEB: Something impacted the Fertilizer Plant in West, Texas鈥?most likely a Comet Fragment!  #Truth #...",informative,accident
2013_west-texas_explosion,RT @9NEWS: Video captures Texas fertilizer plant explosion  #9NEWS,informative,accident
2013_west-texas_explosion,RT @CountryDarliin: #prayfortexas #prayforboston #prayforeveryone 馃檹,informative,accident
2013_west-texas_explosion,"RT @Flores4Congress: If you can offer housing or are searching for housing in the wake of the West explosion, see this doc:  ...",informative,accident
2013_west-texas_explosion,RT @paige_menger: My heart is still aching this morning. This one hit a lot closer to home. #prayforwest,informative,accident
2013_west-texas_explosion,RT @BaddieKayla: R.I.P. to all of the victims of the fertilizer plant explosion in Texas. #PrayForTexas,informative,accident
2013_west-texas_explosion,RT @azcentral: Man survives Boston Marathon bombs to return home and witness the Waco fertilizer plant explosion: ,informative,accident
2013_west-texas_explosion,"To aid the community and residents of West, TX, the Heart of Texas Builders Assn., Texas Builders Foundation and... ",informative,accident
2013_west-texas_explosion,That explosion in Texas is so scary,informative,accident
2013_west-texas_explosion,Prayers for everyone in that community in West Texas. That's just unreal.,informative,accident
2013_west-texas_explosion,RT @camilacabello97: I see humans but no humanity #prayforvenezuela #prayfortexas #prayforboston #prayfortheworld,informative,accident
2013_west-texas_explosion," Explosion at aa fertilizer plant near Waco, Texas, has injured multiple people. - Vancouver Sun",informative,accident
2013_west-texas_explosion,RT @TeamAthleteLife: Lets see how many retweets we can get for #WestTx 馃檹  #PrayForTexas.  All athletes Unite and pray for everyone invol ...,informative,accident
2013_west-texas_explosion,"RT @AlfredoFlores: My prayers are with those, in the city of West, as they recover from tonight's fertilizer plant explosion. #PrayforTe ...",informative,accident
2013_west-texas_explosion,#prayforboston #prayfortexas    texas was bombed last night and 2 people were killed so far!,informative,accident
2013_west-texas_explosion,RT @SmartDummie23: Texas wasn't bombed there was an explosion -.-,informative,accident
2013_west-texas_explosion,RT @epPaulZimmer: Just heard about what happened in Texas #prayfortexas ,informative,accident
2013_west-texas_explosion,"RT @shaketini: You鈥檙e still in my thoughts West, Texas.",informative,accident
2013_west-texas_explosion,"RT @BuzzFeedAndrew: Wow, another video of that West, Texas explosion.  h/t @joebrooks",informative,accident
2013_west-texas_explosion,RT @ItsHoneyTrick: #Prayfortexas A nursing home was just bombed. 馃槱馃槩馃檹,informative,accident
2013_west-texas_explosion,"RT @BillWayman: @DezireeX3 it was an accidental explosion. I used to work at a fertilizer plant, ammonium nitrate is highly volatile if  ...",informative,accident
2013_west-texas_explosion,"RT @DFWscanner: West, TX Explosion *UPDATE - Frisco FD is sending their Multi-Patient Vehicle ambulance bus to West. They are responding ...",informative,accident
2013_west-texas_explosion,RT @TweetSmarter: #Warning! Hackers are exploiting Texas explosion news to spread malware ,informative,accident
2013_west-texas_explosion,"RT @PBandJenelley_1: Wow, this is insane... #PrayforTexas 馃槬馃挃",informative,accident
2013_west-texas_explosion,Police: 5 to 15 people killed in Texas explosion: Rescue workers searched rubble early Thursday for survivors of... ,informative,accident
2013_west-texas_explosion,"RT @LifeAsBros: Bombings at the Boston Marathon, fertilizer plant explosion in Texas, and now a shooting at MIT. What is going on in the wo鈥?en",,accident
2013_west-texas_explosion,RT @ChrisCuomo: Please keep #westtx in ur thoughts. Terrible situation. Tremendous loss. Hopefully worst is over.,informative,accident
2013_west-texas_explosion,"RT @NBCNews: West, Texas blast rescuer arrested, criminal probe opened into last month's deadly blast ",informative,accident
2013_west-texas_explosion,"Man pray for Waco, Texas.",informative,accident
2013_west-texas_explosion,Wow now an explosion in Texas??,informative,accident
2013_west-texas_explosion,RT @CarolineManzo: Just reading about explosion in Texas - my thoughts are with you all - stay safe!  xoxo,informative,accident
2013_west-texas_explosion,"RT @smh: Update: Two people confirmed dead with fears up to 70 may have died, and hundreds injured, in Waco, Texas. ",informative,accident
2013_west-texas_explosion,Another explosion? Smh.. I hope those people in Texas are alright.,informative,accident
2013_west-texas_explosion,#prayfortexas too much pain this month:(,informative,accident
2013_west-texas_explosion,Damnnnn dawg really?  Explosion in Texas ... whats this world coming too?,informative,accident
2013_west-texas_explosion,Join me in praying for the Waco residents affected by the massive explosion last night.  May your hearts be comforted during this time.,informative,accident
2013_west-texas_explosion,RT @StateImpactTX: Remembering the Fallen of #West | ,informative,accident
2013_west-texas_explosion,Please keep our family in your thoughts. Everyone is okay but lost their to the explosion. #prayforwest,informative,accident
2013_west-texas_explosion,"RT @AmNewsWatch: 鈥楪loating over dead bodies鈥? Calif. paper prints sickening cartoon about West, Texas explosion  #tco鈥?en",,accident
2013_west-texas_explosion,"Their was another explosion in west texas, wth!",informative,accident
2013_west-texas_explosion,RT @ThatGirl_jen217: THERE WAS A EXPLOSION IN TEXAS !,informative,accident
2013_west-texas_explosion,A prayer for west Texas .. ,informative,accident
2013_west-texas_explosion,Prayers tonight for those in West Tx in the wake of Explosion there. Tragic week so far.,informative,accident
2013_west-texas_explosion,RT @h3yvawn: what the fuck is happening in texas? what explosion? the world is getting crazier and crazier by the day man 馃様,informative,accident
2013_west-texas_explosion,RT @francoiseboi: Fucking hell! Now the world is going wild. :( #WestTX,informative,accident
2013_west-texas_explosion,"911 tapes recount horrific scene: As the Texas town rocked by a plant explosion recovers, 911 tapes reveal the... ",informative,accident
2013_west-texas_explosion,"RT @BreakingNews: At least 200 people injured in West, Texas, plant explosion, 40 critically, Department of Public Safety spokesperson s ...",informative,accident
2013_west-texas_explosion,RT @sudixitca: MT @RT_com BREAKING: Multiple casualties in #Texas fertilizer plant explosion - reports ,informative,accident
2013_west-texas_explosion,"Republicans Who Voted Against Sandy Aid Ask For Aid To West, Texas After Explosion  via @thinkprogress",informative,accident
2013_west-texas_explosion,RT @SorryNotSoorry: #PrayForTexas. Praying for all the injured people and hoping for no casualties. 馃檹馃檹,informative,accident
2013_west-texas_explosion,@BruceSallan Helpful Twitter Feeds for #WestTX Assistance &amp; Relief. ,informative,accident
2013_west-texas_explosion,RT @BBCBreaking: VIDEO: Fire rages after explosion in Texas town of #West - dozens badly hurt &amp; buildings flattened  ...,informative,accident
2013_west-texas_explosion,RT @jmart802: Rough week...  #prayfortexas #prayforboston,informative,accident
2013_west-texas_explosion,Report on Texas plant explosion; Boston bombing media analysis; Film War on Whistleblowers  (by @democracynow),informative,accident
2013_west-texas_explosion,See blast: CNN's Martin Savidge covers the latest details from a fertilizer plant explosion that rocked the to... ,informative,accident
2013_west-texas_explosion,RT @Paragraph11: What Was Going On At The Texas Fertilizer Factory Before It Exploded: The fertilizer production facility in We... http: ...,informative,accident
2013_west-texas_explosion,"RT @RobertAnthonyyy: Pray for Waco, not Texas. The other day we were, and still are, praying for Boston. Not Massachusetts, just saying.",informative,accident
2013_west-texas_explosion,"RT @Gawker: After finishing the Boston Marathon 30 seconds before the bombs set off, Joe Berti narrowly missed the Waco explosion http:/ ...",informative,accident
2013_west-texas_explosion,Just saw Waco explosion....can't even imagine this place in comparison if it went,informative,accident
2013_west-texas_explosion,@MichaelSkolnik: this video of the explosion in West Texas is fucking insane...  my God!,informative,accident
2013_west-texas_explosion,"RT @YasmineGalenorn: And amidst all the Boston chaos...let's not forget the disaster in West, Texas, peeps. A lot of help needed there.",informative,accident
2013_west-texas_explosion,RT @thatrygood: Ah man 鈥淍AdamBraun: Absolutely petrifying video from the West plant explosion... I've never seen anything like this- htt ...,informative,accident
2013_west-texas_explosion,"RT @iansomerhalder: Jeez-I want to love you all,my countrymen in the Texas explosion,Midwest flooding,&amp;Boston.We ARE here for you!Lets 鈥?en",,accident
2013_west-texas_explosion,"RT @KSRAGER44: When we all wake up and see the real damage that this Texas explosion caused, that is gonna be terrible. #PrayforTexas",informative,accident
2013_west-texas_explosion,"MT@DrewTumaABC3: Explosion in #West, TX registered BIG TIME on seismograph in Amarillo (~400mi from blast) ",informative,accident
2013_west-texas_explosion,RT @nwohashtag: RT: Was the #explosion in #Waco another #falseflag 2 get everybody thinking about it else while #Boston #coverup continu ...,informative,accident
2013_west-texas_explosion,RT @wacotrib: News from Hillcrest hospital CEO on West explosion: 61 patients treated so far. No deaths at this time.,informative,accident
2013_west-texas_explosion,"RT @abcWNN: UPDATE: Fatalities Confirmed in Texas Fertilizer Plant Explosion, More Than 100 Injured ",informative,accident
2013_west-texas_explosion,Amen. I'm about 40 miles south of West. Driven past the fertilizer plant many times. #Heartbroken @GayPatriot @dminor85,informative,accident
2013_west-texas_explosion,"On @8NewsNOW at 4am, as many as 15 people are dead after a fertilizer plant explosion near Waco, TX. We'll have the latest from West, TX.",informative,accident
2013_west-texas_explosion,"RT @subailey: 鈥淍startelegram: Population of West, Tx: 2,849. But it's every Texan's hometown tonight. #prayforWest.",informative,accident
2013_west-texas_explosion,"RT @GreyChristianT: Good morning, watching CNN. My thoughts goes to all the families on West, Texas and still on Boston. #CrazyWorld",informative,accident
2013_west-texas_explosion,"RT @BreakingNews: Report: Between 3 and 5 firefighters missing following massive blast at West, Texas, fertilizer plant, police say - li ...",informative,accident
2013_west-texas_explosion,RT @b_petty14: The line to give blood. So cool to watch how people come together in times of tragedy. #PrayforWest ,informative,accident
2013_west-texas_explosion,RT @BlessedTeen: Prayers to everyone in west Texas. God bless y'all.,informative,accident
2013_west-texas_explosion,That's crazy what happened in Texas #prayfortexas,informative,accident
2013_west-texas_explosion,"RT @jamalhbryant: Dear Lord today walk thru West Texas, send the Spirit to convict the senate, bind broken hearts in Boston &amp; protec ...",informative,accident
2013_west-texas_explosion,"RT @TexasPrepares: Our partners w/@afasterdisaster created this map of the West, TX explosion:  (Triage location a ...",informative,accident
2013_west-texas_explosion,"RT @iharrychannel: BREAKING NEWS: 70 people dead from Fertilizer plant explosion in Waco, Texas.  #PrayForTexas",informative,accident
2013_west-texas_explosion,RT @NabilaHaniss: My prayers go out to the victims and families of #WestTx. God bless you all.,informative,accident
2013_west-texas_explosion,"RT @mkelly007: Here's the West, TX Fire Department's website:  #westexplosion #west",informative,accident
2013_west-texas_explosion,RT @PoliceClips: Getting report out of Waco Texas of an explosion at a fertilizer plant with multiple injuries.1st responders injured2 h ...,informative,accident
2013_west-texas_explosion,Omg #prayfortexas .. OMG  @wanknoskians UM HELLO WHERE WHAT IS THIS WHERE R U DORA !,informative,accident
2013_west-texas_explosion,First Boston Bombing NOW Major Texas Explosion?? My Prayers Go Out To The Victims And Families In Waco #PrayForTexas,informative,accident
2013_west-texas_explosion,MASSIVE EXPLOSION AT TEXAS FERTILIZER PLANT 鈥?HUNDREDS INJURED -   ,informative,accident
2013_west-texas_explosion,"RT @SnarkAmendment: The explosion in West, TX shouldnt have happened. Strengthen #OSHA so it doesn't again!  via @Pub鈥?en",,accident
2013_west-texas_explosion,"RT @AnonIRC: 1. Boston Marathon bombing; 2. West, TX explosion; 3. #CISPA passes in the US House; You will only be told about two of these.",informative,accident
2013_west-texas_explosion,Multiple fatalities now reported at Texas plant explosion area.,informative,accident
2013_west-texas_explosion,The blast flattened homes in a five block radius according to Mayor Muska. #westtx,informative,accident
2013_west-texas_explosion,RT @trentmkays: A man and his kid were recording the fertilizer fire from a distance. Then it exploded. The explosion is startling: http ...,informative,accident
2013_west-texas_explosion,Another explosion in Texas?? What's going on ? 馃槺馃槺,informative,accident
2013_west-texas_explosion,"Movie theatre shooting, mall shooting, school shooting, Boston bombing, Texas explosion... Mayans must have just been a couple months off",informative,accident
2013_west-texas_explosion,RT @rcooley123: On the News With Thom Hartmann: As Many as 40 People May Be Dead as a Result of the Fertilizer Plant Explosion... ,,accident
2013_west-texas_explosion,#prayfortexas #prayforboston I honestly give up on this screwed up world.,informative,accident
2013_west-texas_explosion,It's a blessing to see how everyone at Baylor is coming together in support of West #dia2013 #prayforwest #sicem #prayforBoston,informative,accident
2013_west-texas_explosion,what a horrible week for america. #prayforboston #prayforwest #WestTX,informative,accident
2013_west-texas_explosion,Heart goes out to the Boston victims and to the victims of the Texas plant fertaliser explosion.,informative,accident
2013_west-texas_explosion,RT @e_dizzlee: #PrayForWest It's sad seeing all these awful things happening around the world,informative,accident
2013_west-texas_explosion,Texas is in HiGh Alert there was a Waco explosion I'm sooo scared pray people this is soo freighting omg I'm scared,informative,accident
2013_west-texas_explosion,@cnnbrk: At least 2 people are dead in an explosion at a fertilizer plant in Texas.  Holy Shit Fire,informative,accident
2013_west-texas_explosion,R.i.p to all the people in west texas that died from the fertilization explosion,informative,accident
2013_west-texas_explosion,RT @ZachsMind: ...they used water to try to put out a chemical fire? Really? You have GOT to be kidding me! #WestTX #WestExplosion #Texa ...,informative,accident
2013_west-texas_explosion,There's a bomb explosion again in Texas. From a fertilizer plant. 0_0 #PrayForTexas,informative,accident
2013_west-texas_explosion,RT @reyna6467: @MariaESalinas //WACO Texas explotion!!! ,informative,accident
2013_west-texas_explosion,RT @Pontifex: Please join me in praying for the victims of the explosion in Texas and their families.,informative,accident
2013_west-texas_explosion,"RT @SummitRacing: More bad news this week. Our thoughts and prayers go out to the community of West, Texas.",informative,accident
2013_west-texas_explosion,"RT @sgallman: MORE AWFUL: 60 people still unaccounted for in Texas fertilizer plant explosion, per Texas Senator John Cornyn.",informative,accident
2013_west-texas_explosion,"Man, that explosion in Waco, pray and hope everyone's not severely injured. :s",informative,accident
2013_west-texas_explosion,"@countmystars What the fuck is WITH this week. Between this, Boston, the explosion tonight in Waco...",informative,accident
2013_west-texas_explosion,The worst news to hear right before I go to bed. #PrayForTexas A Fertilizer plant exploded. ,informative,accident
2013_west-texas_explosion,What's going on with the world right now? #prayfortexas,informative,accident
2013_west-texas_explosion,My heart breaks for West Texas. &lt;/3,informative,accident
2013_west-texas_explosion,RT @SafeFamiliesDFW: Please join us in praying for those injured &amp; effected by the fertilizer plant explosion in Waco #prayforwaco,informative,accident
2013_west-texas_explosion,That Texas explosion video is so scary..,informative,accident
2013_west-texas_explosion,RT @bosshogswife: Prayers for all the people in Boston and West Texas tonight! #liftthemup,informative,accident
2013_west-texas_explosion,@Macklorettes mind mentioning #SongsForWest? Compilation of 40+ tunes donated by artists to raise money for #WestTX.  ,informative,accident
2013_west-texas_explosion,Official: 12 bodies recovered after Texas blast: A tiny farm town that was rocked by a roaring explosion at a ... ,informative,accident
2013_west-texas_explosion,鈥淍ChloeNina_x: explosion caught on tape by man and his daughter!! so scary :(  #prayfortexas鈥?en,,accident
2013_west-texas_explosion,RT @YourAnonNews: Houston's KHOU has removed a tweet claiming that 70 have been confirmed dead in west texas.,informative,accident
2013_west-texas_explosion,RT @robertgibsonmj2: The perils of citizen journalism revealed in shocking video of Waco explosion ,informative,accident
2013_west-texas_explosion,"RT @heykim: .@willienelson to Hold Benefit Concert For West, Texas  #texas #explosion",informative,accident
2013_west-texas_explosion,"Explosion at Texas fertilizer plant kills two, injures dozens ",informative,accident
2013_west-texas_explosion,"RT @JonathonDaluz: What's the world coming too, Shooting at TD Bank, Boston Bomb, Texas Explosion?",informative,accident
2013_west-texas_explosion,"RT @andersoncooper: The people of West, Texas are pulling together. A bakery is giving out free food, a pharmacy is collecting clothes.  ...",informative,accident
2013_west-texas_explosion,"Just heard about the explosion in #West. Totally shocked, Nick's grandparents live there. So sad. ",informative,accident
2013_west-texas_explosion,"@DonnieWahlberg Thank you Donnie!! God bless Boston and the rest of Massachusetts and also Waco, Texas.. Let us not forget the innocent :-)",informative,accident
2013_west-texas_explosion,#waco #explosion ,informative,accident
2013_west-texas_explosion,"RT @KHOU: #khou  BREAKING:  West EMS Director tells KWTX-TV as many as 60 or 70 people dead, hundreds injured in fertilizer plant explosion.",informative,accident
2013_west-texas_explosion,Investigators: Texas plant explosion death toll raised to 14: The death toll from a horrific fertilizer plant ... ,informative,accident
2013_west-texas_explosion,"鈥淍TexasHumor: Thoughts and prayers to those in West, Texas.鈥?en",,accident
2013_west-texas_explosion,"RT @markos: The wonder of libertarian zoning laws, West, Texas edition  TWO schools next to fertilizer plant",informative,accident
2013_west-texas_explosion,The explosion in texas happened 3 miles away from where waco siege happened,informative,accident
2013_west-texas_explosion,#prayforwest #prayforboston #PrayForAmerica my thoughts go out to Texas and Boston !!!!!,informative,accident
2013_west-texas_explosion,"Blessings to the folks in West, Texas.",informative,accident
2013_west-texas_explosion,"@NTXGooner82 lol. Apparently so! Next thing you know they claim link to West,TX explosion because of Chechnyan immigrants that live there. 馃槓",not_informative,accident
2013_west-texas_explosion,"RT @washingtonpost: The Texas fertilizer facility did not have sprinklers, shut-off valves, fire alarms or legally required blast walls htt鈥?en",,accident
2013_west-texas_explosion,RT @foxaustin: An explosion at a fertilizer plant near Waco caused numerous injuries and sent flames into the sky ,informative,accident
2013_west-texas_explosion,RT @victor_mbidi: Explosion rocks another city in the United States. This time around a fertilizer plant in Texas....,informative,accident
2013_west-texas_explosion,"RT @NewsBreaker: BREAKING: 70 people confirmed dead, incl 5 firefighters, 1 police officer Hundreds more injured in W. Texas explosion h ...",informative,accident
2013_west-texas_explosion,"RT @ABC: 75 to 100 houses, businesses completely destroyed around Texas fertilizer plant explosion   ...",informative,accident
2013_west-texas_explosion,"Plant Explosion-Regulation: Aftermath of The Texas Fertilizer Plant Explosion: The plants, including 1,150 in ... ",informative,accident
2013_west-texas_explosion,Explosion In Waco :o Thats About 2 Hours From Here/.\,informative,accident
2013_west-texas_explosion,"Obama, Texas officials honor firefighters killed in fertilizer plant explosion - Washington Post: Washington P... ",informative,accident
2013_west-texas_explosion,RT @MissUSA: It's been a tough week..My heart goes out to all the families in #WestTX as well as those still recovering in #Boston. #Pra ...,informative,accident
2013_west-texas_explosion,Texas plant explosion: A day after a fiery explosion ripped through the heart of a close-knit central Texas to... ,informative,accident
2013_west-texas_explosion,Reading this article makes me glad to be a rangers fan #RangersNation #prayforwest ,informative,accident
2013_west-texas_explosion,IT WAS AN EXPLOSION AT A DAMN FACOTRY!!!! Who in their right mind starts a conspiracy against a fertilizer factory everyone go to bed,informative,accident
